id,grp,cycle_time_days,created_date,tags
7789,0,1,2016-06-20,"app,quickwin"
7788,0,1,2016-06-20,app
6472,0,4,2015-07-28,app
6470,0,-1,2015-07-22,app
6471,0,3,2015-07-26,app
7797,0,1,2016-07-06,app
7799,0,-1,2016-09-06,"app,urgent"
6440,0,4,2015-07-20,"app,urgent"
6441,0,2,2015-07-18,app
6442,0,2,2015-07-16,app
5111,0,-1,2015-05-20,"app,support,urgent"
5110,0,-1,2015-02-16,app
5104,0,-1,2015-05-10,"app,support"
5103,0,-1,2015-02-14,app
5102,0,-1,2015-02-14,app
6439,0,-1,2015-08-26,app
5101,0,-1,2015-02-14,app
6432,0,3,2015-07-26,"app,support,urgent"
5108,0,2,2015-04-28,app
6433,0,9,2015-07-28,app
5107,0,-1,2015-04-11,app
6434,0,10,2015-08-03,"app,quickwin"
5106,0,-1,2015-04-11,app
5105,0,-1,2015-05-10,app
5109,0,-1,2015-04-11,app
296,0,45,2013-11-19,app
6445,0,1,2015-07-18,app
292,0,278,2013-11-07,app
6446,0,9,2015-07-18,app
290,0,11,2013-06-28,"app,urgent"
291,0,-1,2015-08-07,"app,support"
7712,0,-1,2016-11-03,"app,urgent"
7714,0,-1,2016-04-26,"app,support"
7715,0,-1,2016-11-16,app
7716,0,158,2016-05-19,app
7717,0,158,2016-05-19,app
7718,0,-1,2016-07-01,"app,support"
409,0,42,2013-09-28,"app,urgent"
407,0,6,2013-09-21,"app,support,urgent"
408,0,6,2013-09-23,app
7594,0,28,2016-02-22,app
7595,0,9,2016-02-22,"app,urgent"
447,0,-1,2013-10-02,
7597,0,8,2016-02-26,app
441,0,1,2013-10-02,"app,quickwin"
7587,0,-1,2016-02-16,"app,support"
6258,0,4,2015-07-04,"app,support,quickwin"
435,0,-1,2014-01-06,"app,urgent"
7598,0,10,2016-03-01,app
6267,0,4,2015-06-22,
7599,0,10,2016-03-05,"app,urgent"
6268,0,7,2015-08-25,"app,quickwin"
429,0,2,2013-09-29,"app,support"
427,0,-1,2013-12-06,app
425,0,25,2013-09-28,app
426,0,12,2013-09-28,app
423,0,11,2013-10-12,"app,quickwin"
424,0,24,2013-09-27,"app,support"
6234,0,18,2015-06-19,app
6235,0,13,2015-06-17,app
7583,0,5,2016-02-15,app
7586,0,1,2016-02-16,app
7580,0,42,2016-03-10,app
413,0,-1,2013-09-23,app
7581,0,396,2016-03-10,app
410,0,46,2014-04-30,app
7576,0,1,2016-02-21,"app,support"
7578,0,1,2016-03-02,app
7579,0,226,2016-03-10,"app,quickwin"
484,0,2,2013-10-10,"app,quickwin"
481,0,-1,2013-10-05,app
482,0,-1,2014-05-03,app
480,0,-1,2013-10-07,"app,support"
478,0,15,2013-10-09,app
479,0,42,2013-10-13,app
477,0,-1,2013-10-09,"app,urgent"
473,0,8,2013-10-04,app
471,0,4,2013-12-16,
465,0,-1,2013-02-04,"app,urgent"
6284,0,1,2015-06-23,app
466,0,42,2013-10-01,app
464,0,1,2014-02-28,"app,quickwin"
461,0,-1,2014-02-11,app
462,0,-1,2013-10-02,"app,quickwin"
6278,0,7,2015-06-21,app
459,0,65,2013-10-20,"app,urgent"
457,0,-1,2013-09-30,app
452,0,28,2013-10-04,
453,0,3,2013-10-02,
451,0,-1,2013-10-12,"app,urgent"
6289,0,-1,2015-12-12,"app,urgent"
7630,0,2,2016-04-14,"app,support"
7624,0,-1,2016-06-10,app
7625,0,17,2016-03-14,app
7626,0,21,2016-06-30,app
7627,0,4,2016-03-16,app
7621,0,2,2016-03-23,app
7623,0,440,2016-04-06,"app,urgent"
7628,0,1,2016-05-01,app
7629,0,205,2016-03-20,"app,urgent,quickwin"
7641,0,7,2016-03-15,app
397,0,-1,2013-05-23,"app,urgent"
398,0,-1,2013-09-25,"app,urgent"
7637,0,-1,2016-03-08,app
7631,0,-1,2016-04-02,app
393,0,54,2013-10-30,app
7632,0,1,2016-03-04,"app,urgent"
394,0,1,2013-09-18,app
391,0,-1,2013-12-12,"app,support"
392,0,33,2013-09-18,"app,urgent"
390,0,-1,2013-11-30,app
389,0,68,2013-09-12,"app,support"
7602,0,9,2016-03-17,"app,support"
7603,0,9,2016-03-21,app
7604,0,5,2016-03-27,"app,quickwin"
7605,0,8,2016-03-29,app
382,0,-1,2013-11-02,app
7600,0,-1,2016-03-13,"app,support"
7601,0,10,2016-03-13,app
7606,0,7,2016-04-02,app
7607,0,10,2016-04-06,app
7608,0,10,2016-04-10,app
7609,0,9,2016-04-14,app
7610,0,5,2016-04-20,app
7671,0,-1,2016-10-13,app
6340,0,2,2015-06-25,"app,urgent"
7672,0,-1,2016-10-13,app
6341,0,1,2015-06-30,"app,support"
7670,0,66,2016-12-18,"app,quickwin"
7668,0,66,2016-12-17,app
6337,0,8,2015-06-28,app
7669,0,-1,2016-07-24,app
6338,0,-1,2015-06-23,app
6339,0,-1,2015-06-23,app
7664,0,5,2016-03-30,app
7667,0,58,2016-04-03,app
6336,0,5,2015-06-29,"app,support"
7682,0,-1,2016-08-05,"app,urgent"
7683,0,173,2016-12-06,"app,urgent"
7684,0,-1,2016-07-26,app
7681,0,4,2016-05-09,"app,quickwin"
6350,0,15,2016-06-27,app
6348,0,1,2015-07-14,app
6349,0,6,2015-06-29,app
6345,0,4,2015-06-30,app
6346,0,-1,2015-10-04,app
6347,0,7,2015-07-10,app
7642,0,4,2016-04-20,app
7660,0,19,2016-03-21,"app,urgent"
7661,0,28,2016-03-27,app
7662,0,28,2016-04-02,"app,support"
7663,0,11,2016-04-21,app
7657,0,-1,2016-04-14,"app,urgent"
7658,0,18,2016-03-27,"app,support"
6327,0,6,2015-06-22,"app,quickwin"
7659,0,16,2016-04-02,app
5297,0,4,2015-02-28,app
5273,0,17,2015-02-27,"app,support"
5269,0,22,2015-02-24,app
5283,0,6,2015-02-28,"app,support"
117,0,216,2013-08-26,app
115,0,-1,2013-05-14,"app,support"
113,0,60,2013-08-14,app
114,0,13,2013-05-31,app
109,0,-1,2013-06-24,"app,support,urgent,quickwin"
107,0,81,2013-05-18,
100,0,-1,2013-07-11,app
101,0,-1,2013-11-06,app
7990,0,4,2016-09-24,app
7991,0,6,2016-09-22,"app,urgent"
7992,0,5,2016-09-28,app
6661,0,8,2015-08-30,app
5331,0,4,2015-03-25,"app,urgent"
5330,0,-1,2015-05-24,app
7987,0,2,2016-09-24,app
6656,0,2,2015-08-24,app
7988,0,29,2016-09-10,"app,quickwin"
6657,0,3,2015-09-15,"app,support"
7989,0,15,2016-09-14,"app,urgent"
5322,0,-1,2015-03-13,app
5321,0,1,2015-03-25,"app,support"
5328,0,1,2015-03-19,"app,quickwin"
5327,0,8,2015-03-17,"app,support,quickwin"
5326,0,6,2015-03-14,"app,support,urgent"
7986,0,1,2016-09-22,"app,urgent"
6655,0,2,2015-08-24,app
5325,0,11,2015-03-25,"app,urgent"
5329,0,-1,2015-03-23,
6670,0,74,2015-08-24,app
5342,0,16,2015-03-14,"app,support"
5341,0,9,2015-03-10,app
5333,0,1,2015-03-23,"app,support,quickwin"
5332,0,7,2015-03-25,urgent
7995,0,1,2016-09-19,"app,urgent"
7996,0,15,2016-10-15,app
5301,0,10,2015-02-28,
7967,0,43,2016-09-22,"app,support,urgent"
6637,0,-1,2015-08-19,app
5306,0,19,2015-03-02,app
5307,0,3,2015-03-09,app
6650,0,2,2015-08-23,app
5320,0,-1,2015-03-10,"app,quickwin"
6645,0,1,2015-08-22,app
6646,0,19,2015-09-20,app
6647,0,15,2015-08-23,app
6643,0,2,2015-08-22,app
6644,0,1,2015-08-20,app
6649,0,1,2015-10-08,"app,support"
5375,0,2,2015-03-20,app
4037,0,-1,2015-01-24,app
4036,0,3,2014-10-18,app
4035,0,-1,2015-01-13,"app,support"
5365,0,-1,2015-03-21,app
6697,0,-1,2015-08-26,
4039,0,7,2014-10-18,app
4038,0,-1,2015-01-13,app
5380,0,-1,2015-05-25,"app,support"
5385,0,-1,2015-05-31,app
4053,0,1,2014-10-15,app
5379,0,-1,2015-03-19,app
5377,0,23,2015-03-16,app
6680,0,1,2015-08-25,"app,support"
6678,0,10,2015-08-27,app
6679,0,-1,2015-08-27,app
5345,0,17,2015-03-26,app
5344,0,29,2015-03-22,"app,support"
5343,0,9,2015-03-18,app
6677,0,6,2015-08-29,app
4016,0,4,2014-11-10,"app,support"
5357,0,-1,2015-03-17,app
5356,0,-1,2015-03-11,"app,urgent,quickwin"
5359,0,1,2015-03-16,app
5358,0,21,2015-03-25,app
7902,0,6,2016-09-02,app
7907,0,2,2016-08-28,app
7908,0,13,2016-08-26,"app,urgent"
7909,0,-1,2016-10-26,app
7905,0,-1,2016-11-14,app
7906,0,-1,2016-08-26,app
7910,0,6,2016-09-10,app
6613,0,-1,2015-08-14,app
6611,0,1,2015-09-07,"app,support"
7948,0,-1,2016-09-20,app
7929,0,2,2016-09-14,app
6604,0,9,2015-08-21,"app,urgent"
207,0,-1,2013-01-31,app
208,0,-1,2013-03-13,app
205,0,-1,2013-09-13,app
206,0,16,2013-08-03,"app,support"
203,0,-1,2012-12-26,"app,support"
204,0,-1,2013-03-28,
201,0,-1,2013-06-13,app
202,0,-1,2012-12-20,app
200,0,-1,2013-06-17,app
6499,0,1,2015-08-01,"app,support"
6485,0,1,2015-08-02,app
5158,0,7,2015-02-16,"app,urgent"
5156,0,6,2015-02-16,"app,quickwin"
6488,0,2,2015-08-06,app
247,0,-1,2013-06-17,"app,support,urgent"
248,0,-1,2013-09-24,app
245,0,2,2013-10-23,"app,urgent"
246,0,-1,2014-02-26,app
243,0,145,2014-05-27,"app,support"
244,0,986,2015-01-30,"app,support"
240,0,80,2013-06-24,app
238,0,-1,2013-06-17,app
239,0,32,2013-06-19,app
232,0,39,2013-12-27,app
231,0,132,2014-01-03,app
220,0,-1,2013-11-19,app
219,0,-1,2015-08-31,app
215,0,-1,2013-06-03,"app,support"
167,0,62,2013-06-28,"app,support,urgent"
162,0,31,2013-05-29,app
163,0,-1,2013-05-19,app
160,0,-1,2013-05-19,app
161,0,-1,2013-05-25,"app,urgent"
7880,0,6,2016-08-06,app
159,0,-1,2013-05-17,"urgent,quickwin"
157,0,-1,2013-06-20,app
158,0,52,2013-06-12,"app,quickwin"
7877,0,-1,2016-08-04,"app,urgent"
155,0,-1,2013-05-12,app
7878,0,1,2016-08-24,
156,0,-1,2013-05-16,"app,support,urgent"
7879,0,1,2016-08-25,app
153,0,14,2013-06-08,"app,support"
151,0,7,2013-06-06,app
152,0,13,2013-06-12,"app,support"
7876,0,3,2016-08-02,app
150,0,37,2013-06-04,"app,support"
149,0,1,2013-06-08,app
7844,0,-1,2016-10-13,
6516,0,4,2016-12-25,app
5250,0,4,2015-04-09,app
5252,0,6,2015-02-24,app
5251,0,-1,2015-02-19,"app,quickwin"
5248,0,1,2015-03-03,"app,quickwin"
6593,0,4,2015-08-16,app
5261,0,-1,2015-04-14,app
6594,0,-1,2015-08-24,app
5260,0,-1,2015-05-14,"app,urgent"
6595,0,3,2015-09-01,"app,urgent"
6596,0,-1,2015-09-09,"app,support"
199,0,-1,2013-08-20,"app,urgent"
197,0,-1,2013-02-21,"app,support"
198,0,-1,2013-03-13,support
195,0,1,2013-09-01,"app,support"
6587,0,1,2015-08-15,app
196,0,-1,2013-01-01,app
6588,0,9,2015-08-13,app
193,0,-1,2013-08-23,app
194,0,-1,2013-08-23,"app,support,urgent"
191,0,-1,2013-04-07,"app,support"
192,0,14,2013-07-04,"app,support"
190,0,-1,2012-12-26,app
7890,0,2,2016-11-09,"app,urgent"
188,0,-1,2013-12-27,"app,quickwin"
189,0,-1,2012-11-03,"app,urgent"
186,0,-1,2013-01-22,app
187,0,-1,2013-08-20,app
184,0,-1,2013-08-20,"app,support"
185,0,-1,2013-01-01,"app,urgent"
182,0,-1,2013-02-16,app
183,0,-1,2013-06-21,app
180,0,22,2013-06-17,"app,urgent"
181,0,15,2013-06-17,app
6573,0,9,2015-08-12,app
5243,0,18,2015-03-01,"app,urgent"
179,0,-1,2013-04-10,app
5240,0,441,2015-02-17,app
177,0,-1,2013-01-24,"app,quickwin"
178,0,55,2013-06-17,"app,support"
175,0,41,2013-06-17,app
176,0,-1,2013-01-22,app
7895,0,3,2016-08-30,app
173,0,-1,2013-04-10,"app,support"
7896,0,6,2016-08-27,"app,quickwin"
174,0,-1,2013-04-14,app
7897,0,3,2016-08-31,"app,support"
171,0,103,2013-06-15,app
7898,0,10,2016-08-16,app
172,0,23,2013-06-17,app
170,0,110,2013-06-15,app
6502,0,7,2015-08-01,app
6504,0,10,2015-08-03,app
6505,0,7,2015-08-07,"app,urgent"
7800,0,7,2016-06-30,"app,support"
7803,0,3,2016-08-03,app
7804,0,-1,2016-07-17,"app,support"
723,0,-1,2013-11-02,app
719,0,-1,2013-10-27,app
768,0,-1,2013-11-04,app
769,0,52,2013-11-02,"app,urgent"
766,0,56,2013-11-08,"app,urgent"
8,0,-1,2013-06-09,"app,support"
762,0,8,2013-11-05,"app,urgent"
763,0,-1,2014-01-01,"app,urgent"
1,0,-1,2013-10-17,"app,quickwin"
761,0,7,2013-11-19,app
756,0,-1,2014-03-08,app
753,0,-1,2014-04-13,"app,support"
752,0,-1,2014-04-13,"app,urgent"
745,0,17,2013-10-29,"app,support,quickwin"
742,0,3,2013-11-04,"app,support"
734,0,2,2013-11-06,"app,support"
732,0,-1,2013-11-02,"app,quickwin"
797,0,-1,2013-11-19,app
793,0,-1,2013-11-24,"app,support,quickwin"
794,0,-1,2013-11-14,app
791,0,4,2013-11-08,"app,urgent"
792,0,1,2013-11-24,app
788,0,12,2013-11-05,app
789,0,-1,2013-11-11,"app,urgent"
786,0,40,2013-11-04,app
783,0,326,2013-12-08,"app,quickwin"
773,0,11,2013-11-07,"app,quickwin"
774,0,4,2013-11-07,app
771,0,2,2013-11-01,"app,support"
772,0,2,2013-11-07,"app,urgent"
770,0,26,2013-11-15,app
4242,0,13,2014-11-04,"app,urgent"
4241,0,1,2014-11-01,app
4235,0,-1,2014-10-30,app
4234,0,2,2014-11-01,"app,support"
4233,0,-1,2014-10-30,app
4245,0,1,2014-11-21,app
4244,0,2,2014-11-27,"app,urgent"
4243,0,2,2014-11-25,app
4220,0,2,2014-11-01,quickwin
6876,0,16,2015-10-16,app
5544,0,3,2015-04-05,app
6873,0,17,2015-10-12,"app,quickwin"
4216,0,-1,2015-02-15,app
6874,0,26,2015-10-12,app
6875,0,20,2015-10-16,app
4219,0,1,2014-11-01,app
4218,0,6,2014-11-26,"app,support"
4223,0,1,2014-12-18,app
4228,0,1,2014-10-31,app
4227,0,2,2014-10-31,app
4279,0,-1,2014-11-04,app
4278,0,-1,2014-11-04,app
4277,0,-1,2014-11-04,app
4261,0,33,2014-11-07,"app,support,urgent"
4275,0,-1,2014-12-03,"app,urgent"
4274,0,-1,2014-11-03,app
5599,0,-1,2015-04-05,"app,urgent"
4268,0,-1,2014-11-11,app
5598,0,1,2015-03-30,app
4267,0,-1,2015-02-19,app
6810,0,8,2015-09-26,app
6812,0,2,2015-09-23,app
6813,0,1,2015-10-02,
6814,0,10,2015-09-28,app
6827,0,2,2015-09-27,app
6809,0,1,2015-10-04,app
6804,0,2,2015-09-18,app
6805,0,2,2015-09-18,app
6806,0,-1,2015-09-20,"app,support"
6860,0,1,2015-09-29,"app,support,urgent"
6870,0,2,2015-10-06,app
6867,0,5,2015-10-09,app
6861,0,3,2015-10-03,"app,support"
4208,0,1,2014-10-26,"app,urgent"
6834,0,14,2015-09-26,"app,support"
6835,0,1,2015-09-29,"app,quickwin"
6836,0,6,2015-09-30,app
6837,0,1,2015-09-30,app
848,0,1,2013-11-27,"app,support"
832,0,-1,2013-11-17,"app,urgent"
830,0,-1,2014-03-07,app
820,0,-1,2013-11-19,app
819,0,-1,2013-11-11,app
889,0,43,2013-11-14,"app,support"
883,0,-1,2013-11-22,app
878,0,11,2013-11-14,"app,support,quickwin"
877,0,4,2013-12-11,app
868,0,4,2013-11-22,"app,quickwin"
857,0,13,2013-11-28,"app,support"
852,0,-1,2014-01-07,"app,urgent"
850,0,9,2013-12-07,"app,urgent"
851,0,-1,2014-01-05,
4080,0,-1,2015-02-16,"app,urgent"
4087,0,10,2014-10-23,
4086,0,8,2014-12-05,"app,urgent"
4078,0,4,2014-10-21,"app,support"
4097,0,-1,2015-02-14,app
4062,0,-1,2015-02-13,app
4061,0,-1,2014-10-16,app
4060,0,-1,2014-10-16,app
4059,0,2,2014-10-16,app
4058,0,-1,2014-10-16,"app,urgent"
4057,0,-1,2015-02-12,app
4073,0,-1,2015-01-17,app
4072,0,-1,2014-10-24,app
4071,0,-1,2015-01-17,app
4070,0,-1,2014-11-21,
897,0,-1,2014-07-23,app
4075,0,-1,2015-02-15,urgent
4074,0,-1,2015-01-17,app
4069,0,-1,2015-01-26,"app,support"
891,0,-1,2013-12-09,"app,support"
6777,0,8,2015-09-30,"app,quickwin"
5443,0,1,2015-03-21,"app,quickwin"
5460,0,23,2015-03-26,"app,quickwin"
5456,0,2,2015-03-24,app
5455,0,2,2015-03-24,"app,support"
5458,0,-1,2015-03-23,"app,urgent"
6760,0,-1,2016-02-06,app
5430,0,23,2015-04-22,"app,support"
6751,0,8,2015-09-03,app
6767,0,27,2015-09-19,"app,support,urgent"
5433,0,325,2015-05-29,app
6768,0,7,2015-09-19,
6765,0,63,2015-09-08,app
5497,0,4,2015-04-04,app
5474,0,4,2015-03-26,"app,support"
5467,0,13,2015-03-25,"app,quickwin"
5464,0,4,2015-04-05,"app,quickwin"
6798,0,2,2015-09-17,app
5483,0,2,2015-03-26,"app,urgent"
5476,0,2,2015-05-04,"app,urgent"
5475,0,1,2015-03-30,"app,quickwin"
6700,0,1,2015-08-27,app
6701,0,1,2015-08-27,"app,urgent"
6708,0,-1,2015-08-28,app
6709,0,-1,2015-08-28,app
6706,0,-1,2016-05-27,app
6707,0,1,2015-09-13,"app,support"
5403,0,2,2015-04-11,"app,urgent"
5402,0,6,2015-03-24,app
6739,0,2,2015-09-13,app
6750,0,1,2015-09-03,app
6745,0,1,2015-09-02,"app,urgent,quickwin"
6740,0,8,2015-09-09,app
6741,0,5,2015-09-11,"app,urgent"
6743,0,383,2015-09-02,app
6711,0,-1,2015-09-06,"app,urgent"
6712,0,21,2015-09-04,app
528,0,68,2014-01-12,"app,support,urgent"
526,0,-1,2013-11-06,"app,quickwin"
527,0,1,2013-11-06,app
524,0,11,2013-10-13,app
525,0,-1,2014-03-30,app
520,0,2822,2013-10-13,"app,urgent"
521,0,32,2013-10-11,app
519,0,1,2013-11-10,app
517,0,3,2013-12-05,app
518,0,3,2013-10-11,app
515,0,-1,2013-10-22,"app,support,urgent"
516,0,15,2013-10-12,"app,urgent"
514,0,4,2013-10-14,"app,support"
511,0,24,2013-10-10,app
510,0,47,2013-10-18,app
502,0,11,2013-10-11,app
503,0,10,2013-10-11,app
501,0,2,2013-10-15,"app,urgent"
569,0,-1,2016-06-28,app
548,0,-1,2013-10-14,app
549,0,-1,2014-03-31,app
546,0,-1,2013-10-14,app
545,0,-1,2013-10-12,"app,urgent"
542,0,-1,2014-03-30,"app,support,quickwin"
543,0,-1,2014-03-30,app
537,0,-1,2013-10-19,"app,urgent"
535,0,23,2013-10-26,app
536,0,14,2013-10-26,"app,urgent"
533,0,-1,2014-03-30,app
530,0,-1,2013-10-13,app
3099,0,5,2014-07-29,app
597,0,12,2013-10-28,"app,urgent"
598,0,1,2013-12-23,app
595,0,-1,2013-11-11,"app,support"
596,0,-1,2013-10-18,app
593,0,-1,2013-10-20,"app,urgent"
594,0,-1,2013-11-01,"app,quickwin"
591,0,1,2013-10-22,"app,support"
592,0,6,2013-10-22,app
590,0,-1,2013-10-20,"app,support"
588,0,1,2013-10-18,
582,0,2,2013-11-22,"app,quickwin"
575,0,2,2013-11-21,app
574,0,-1,2013-10-15,app
571,0,-1,2013-10-16,app
4483,0,-1,2015-02-19,app
3143,0,1,2014-08-18,app
3144,0,-1,2014-07-31,app
4485,0,-1,2015-02-07,app
4455,0,-1,2014-12-21,"app,support"
4452,0,-1,2014-12-01,"app,urgent"
4456,0,-1,2015-02-05,app
3141,0,-1,2014-12-19,app
3142,0,5,2014-08-02,"app,support"
4470,0,1,2014-12-31,"app,support"
497,0,21,2013-11-15,app
4464,0,-1,2014-12-09,"app,quickwin"
3138,0,-1,2014-08-01,app
493,0,-1,2013-12-13,app
3139,0,1,2014-12-02,app
3137,0,2,2014-08-03,"app,urgent"
4499,0,17,2014-11-25,"app,support"
4497,0,-1,2015-02-27,"app,urgent"
5720,0,8,2015-07-18,"app,support"
5724,0,2,2015-04-23,"app,support,urgent"
5723,0,8,2015-05-05,app
5722,0,2,2015-04-25,app
5728,0,30,2015-04-21,"app,support"
5725,0,1,2015-10-30,app
5701,0,3,2015-04-17,urgent
5704,0,1,2015-04-19,app
5712,0,4,2015-04-22,"app,urgent"
5715,0,-1,2015-04-18,"app,support"
5714,0,-1,2015-04-18,app
5718,0,-1,2015-07-21,app
3105,0,-1,2014-08-03,"app,urgent"
3106,0,-1,2014-08-01,"app,quickwin"
5767,0,2,2015-05-05,"app,quickwin"
5766,0,2,2015-05-21,"app,urgent,quickwin"
4448,0,-1,2014-11-20,"app,quickwin"
5778,0,4,2015-04-27,app
4447,0,-1,2015-02-26,app
5777,0,15,2015-04-26,"app,quickwin"
4445,0,-1,2014-12-31,"app,urgent,quickwin"
5740,0,5,2015-04-21,app
4415,0,17,2014-11-13,app
4414,0,7,2014-11-10,app
4413,0,6,2014-11-10,app
4412,0,-1,2014-11-10,app
5749,0,1,2015-05-28,app
5748,0,6,2015-04-24,"app,urgent"
4417,0,-1,2014-11-11,"app,support,quickwin"
5747,0,10,2015-04-24,"app,quickwin"
5753,0,7,2015-04-24,app
5752,0,-1,2015-04-22,"app,support"
5755,0,9,2015-04-25,"app,support"
5754,0,-1,2015-04-22,"app,support"
605,0,106,2014-06-22,app
606,0,-1,2014-01-21,"app,quickwin"
603,0,9,2013-10-19,app
602,0,-1,2013-10-19,app
647,0,-1,2014-04-09,"app,quickwin"
648,0,4,2013-10-25,"app,support"
645,0,-1,2013-11-07,"app,urgent"
644,0,-1,2013-12-21,
634,0,-1,2015-01-20,"app,support"
632,0,26,2013-10-18,app
633,0,11,2013-10-24,"app,urgent"
630,0,-1,2013-12-24,"app,support"
614,0,-1,2013-10-19,app
612,0,-1,2014-01-03,"app,support"
611,0,-1,2014-01-04,app
670,0,-1,2013-11-21,app
669,0,-1,2013-10-28,app
658,0,-1,2013-10-28,app
656,0,36,2013-11-03,app
657,0,108,2014-07-27,app
655,0,-1,2014-04-10,"app,urgent,quickwin"
652,0,-1,2013-10-28,"app,urgent"
692,0,62,2014-04-14,app
3010,0,-1,2014-07-24,app
3002,0,-1,2014-08-07,app
3003,0,4,2014-07-24,app
6999,0,10,2015-11-02,app
3001,0,-1,2014-07-24,"app,support"
6993,0,5,2015-10-29,app
3006,0,1,2014-08-13,"app,support,urgent"
3007,0,1,2014-07-26,app
3004,0,1,2014-11-24,app
3005,0,2,2014-07-26,app
3008,0,24,2014-07-26,app
3009,0,2,2014-07-24,app
3011,0,9,2014-07-26,"app,support"
3071,0,5,2014-07-29,app
3070,0,2,2014-08-02,urgent
3068,0,5,2014-07-29,urgent
3069,0,1,2014-07-29,"support,urgent,quickwin"
3066,0,15,2014-07-29,app
3067,0,-1,2014-08-20,"app,urgent"
3077,0,-1,2014-12-18,
3078,0,2,2014-07-30,app
5601,0,-1,2015-03-31,"app,urgent"
5610,0,9,2015-04-13,app
5614,0,2,2015-04-03,app
5613,0,1,2015-04-03,app
5612,0,-1,2015-04-01,app
5611,0,1,2015-04-15,app
5617,0,1,2015-04-04,"app,support"
5616,0,1,2015-04-04,"app,urgent"
5615,0,1,2015-04-03,"app,urgent"
5619,0,18,2015-04-07,"app,urgent"
6913,0,2,2015-10-08,"app,urgent"
6914,0,-1,2015-10-10,"app,quickwin"
6924,0,11,2015-10-08,"app,support,urgent"
6980,0,1,2015-10-14,"app,support,urgent"
5641,0,7,2015-04-12,app
6978,0,1,2015-10-16,app
5640,0,9,2015-04-12,app
6971,0,6,2015-10-13,app
6972,0,6,2015-10-21,app
6973,0,12,2015-10-13,urgent
6990,0,24,2015-10-29,app
6991,0,6,2015-10-21,"app,support"
6992,0,5,2015-10-29,"app,support"
6989,0,7,2015-10-21,"app,support,quickwin"
6982,0,-1,2016-06-30,app
6983,0,-1,2016-03-05,app
5627,0,-1,2015-10-22,app
5626,0,10,2015-04-11,app
5633,0,2,2015-04-13,app
4309,0,-1,2014-11-09,app
5639,0,8,2015-04-14,app
4308,0,-1,2015-02-27,app
4307,0,-1,2015-01-30,app
